Status,zpid,Address,City,Zip,Beds,Baths,Square,Zestimate,Sale,Longitude,Latitude,Days,Views,Saves,LastSoldDate,LastSoldPrice,Feature,Date
status,72509248,3144 Cedarwood Loop,San Ramon,CA 94582,4 beds,3 baths,2254 sqft,1168939,945000,-121.921419,37.771211,18,2221,41,Jul-07,737500,Type:Single Family;Year Built:2006;Heating:No Data;Cooling:Central;Parking:2 spaces;Lot:4189 sqft;Days on Zillow:18 Days;Price/sqft:$419;Saves:41;Past 12 months:,2018/4/27
status,72554421,2957 Pilar Ridge Dr,Bay Point,CA 94565,5 beds,5 baths,3980 sqft,771124,815000,-121.966741,38.010449,13,848,11,May-07,1092000,Type:Single Family;Year Built:2007;Heating:No Data;Cooling:Central;Parking:3 spaces;Lot:10393 sqft;Days on Zillow:13 Days;Price/sqft:$205;Saves:11,2018/4/27
status,15829721,24265 Arnold Dr,Sonoma,CA 95476,4 beds,2 baths,2464 sqft,,1650000,-122.456351,38.218458,267,N/A,8,N/A,N/A,Type:Single Family;Year Built:1971;Heating:Forced air Other;Cooling:Central;Parking:Attached Garage;Lot:3.07 acres;Days on Zillow:267 Days;Price/sqft:$670;Saves:8;Past 12 months:,2018/4/27
status,15667639,167 Lain Dr,Vallejo,CA 94591,3 beds,1 bath,1097 sqft,380467,359900,-122.215419,38.108117,66,N/A,20,N/A,N/A,Type:Single Family;Year Built:1951;Heating:Other;Cooling:No Data;Parking:2 spaces;Lot:6098 sqft;Days on Zillow:66 Days;Price/sqft:$328;Saves:20;Past 12 months:,2018/4/27
status,15648382,1225 Essex Dr,Fairfield,CA 94533,4 beds,2 baths,1547 sqft,(4/24),388000,-122.048852,38.270731,31,N/A,9,May-97,114500,Type:Single Family;Year Built:1962;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5662 sqft;Days on Zillow:31 Days;Price/sqft:$251;Saves:9;Past 12 months:,2018/4/27
status,15699238,950 Hillview Dr,Dixon,CA 95620,4 beds,3 baths,2480 sqft,(4/19),614900,-121.83426,38.442829,19,1295,34,Jul-16,475000,Type:Single Family;Year Built:1980;Heating:Forced air Other;Cooling:Central Solar;Parking:2 spaces;Lot:9147 sqft;Days on Zillow:19 Days;Price/sqft:$248;Saves:34;Past 12 months:,2018/4/27
status,54789020,339 Napoleon Dr,San Leandro,CA 94577,3 beds,2 baths,1209 sqft,607817,625000,-122.169587,37.730464,35,N/A,49,Sep-13,425000,Type:Condo;Year Built:2000;Heating:Forced air;Cooling:Central;Parking:Attached Garage;HOA:$125/month;Days on Zillow:35 Days;Price/sqft:$517,2018/4/27
status,18529472,414 Village Dr,El Cerrito,CA 94530,2 beds,1 bath,991 sqft,791068,747000,-122.2896,37.906714,8,1654,61,Apr-98,230000,Type:Single Family;Year Built:1943;Heating:;Cooling:;Parking:No Data;Lot:4051 sqft;Days on Zillow:8 Days;Price/sqft:$754,2018/4/27
status,82961146,3599 Lago De Bracciano,San Jose,CA 95148,5 beds,5 baths,4065 sqft,2154482,2200000,-121.766614,37.321851,11,1436,26,Sep-12,400000,Type:Single Family;Year Built:2012;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:7244 sqft;Days on Zillow:11 Days;Price/sqft:$541,2018/4/27
status,15138829,95 Junipero Serra Blvd,San Francisco,CA 94127,4 beds,3 baths,3340 sqft,3334491,3180000,-122.470992,37.733421,21,3321,35,N/A,N/A,Type:Single Family;Year Built:1926;Heating:Forced air;Cooling:Central;Parking:Carport Detached Garage;Lot:7501 sqft;Days on Zillow:21 Days;Price/sqft:$952,2018/4/27
status,19607571,172 N Henry Ave,Santa Clara,CA 95050,4 beds,2 baths,2325 sqft,1985488,1898888,-121.954937,37.325476,15,1948,35,Jul-95,266000,Type:Single Family;Year Built:1951;Heating:Forced air;Cooling:Central;Parking:No Data;Lot:10484 sqft;Days on Zillow:15 Days;Price/sqft:$817,2018/4/27
status,89037079,122 Del Alba St,San Pablo,CA 94806,2 beds,2 baths,1127 sqft,446098,443000,-122.343116,37.963952,15,514,11,Dec-09,280000,Type:Condo;Year Built:2008;Heating:;Cooling:;Parking:No Data;HOA:$350/month;Days on Zillow:15 Days;Price/sqft:$393,2018/4/27
status,2092142895,The Olive Plan The Abbey,Fremont,CA 94539,4 beds,4 baths,2238 sqft,1833702,1695000,-121.923097,37.535471,8,863,33,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:8 Days;Price/sqft:$757,2018/4/27
status,25021179,2465 Tecado Ter,Fremont,CA 94539,6 beds,8 baths,12075 sqft,9357370,10980000,-121.922432,37.565018,971,N/A,43,Jun-98,5500000,Type:Single Family;Year Built:1993;Heating:;Cooling:Central;Parking:4 spaces;Lot:20.68 acres;Days on Zillow:971 Days;Price/sqft:$909,2018/4/27
status,2091034514,201 Folsom St # 34E,San Francisco,CA 94105,3 beds,3 baths,1780 sqft,3614977,3395000,-122.392211,37.789077,70,N/A,9,N/A,N/A,Type:Condo;Year Built:2018;Heating:Forced air;Cooling:Central;Parking:1 space;HOA:$1205/month;Days on Zillow:70 Days;Price/sqft:$1907,2018/4/27
status,19505881,1099 Los Robles Ave,Palo Alto,CA 94306,4 beds,2 baths,2968 sqft,4662082,4380000,-122.133023,37.404967,1,136,5,May-17,4030000,Type:Single Family;Year Built:1942;Heating:Forced air;Cooling:None;Parking:2 spaces;Lot:0.43 acres;Days on Zillow:1 Day;Price/sqft:$1476,2018/4/27
status,15827568,1670 Napa Rd,Sonoma,CA 95476,2 beds,2 baths,2101 sqft,,1179000,-122.427297,38.272435,2,386,6,Jun-10,595000,Type:Single Family;Year Built:1953;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.98 acres;Days on Zillow:2 Days;Price/sqft:$561;Saves:6;Past 12 months:,2018/4/27
status,125111452,348 Patten St,Sonoma,CA 95476,3 beds,2 baths,2843 sqft,,2495000,-122.451041,38.290199,80,N/A,7,Nov-13,725000,Type:Single Family;Year Built:1972;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6534 sqft;Days on Zillow:80 Days;Price/sqft:$878;Saves:7;Past 12 months:,2018/4/27
status,15081642,3997 Washington St,San Francisco,CA 94118,3 beds,3 baths,2070 sqft,2786397,3050000,-122.459024,37.788285,6,2183,47,Apr-14,2125000,Type:Condo;Year Built:1905;Heating:Forced air;Cooling:Central;Parking:Attached Garage;HOA:$500/month;Days on Zillow:6 Days;Price/sqft:$1473,2018/4/27
status,15697969,1130 Dawson Dr,Dixon,CA 95620,3 beds,2 baths,1596 sqft,(4/19),420000,-121.83697,38.45691,23,2093,33,Jul-04,352000,Type:Single Family;Year Built:1985;Heating:Other;Cooling:Central;Parking:2 spaces;Lot:7840 sqft;Days on Zillow:23 Days;Price/sqft:$263;Saves:33;Past 12 months:,2018/4/27
status,18501052,255 Montalvin Dr,San Pablo,CA 94806,3 beds,1 bath,1201 sqft,475284,440000,-122.334163,37.995969,8,568,13,N/A,N/A,Type:Single Family;Year Built:1953;Heating:;Cooling:;Parking:No Data;Lot:5797 sqft;Days on Zillow:8 Days;Price/sqft:$366,2018/4/27
status,18487051,134 Caprice Cir,Hercules,CA 94547,2 beds,3 baths,1522 sqft,507516,479000,-122.235855,37.989638,21,1988,39,Jun-15,405000,Type:Condo;Year Built:1991;Heating:;Cooling:;Parking:No Data;HOA:$398/month;Days on Zillow:21 Days;Price/sqft:$315,2018/4/27
status,19549534,1149 Myrtle Dr,Sunnyvale,CA 94086,3 beds,2 baths,1148 sqft,1174142,1198000,-121.998438,37.361274,2,606,20,N/A,N/A,Type:Single Family;Year Built:1955;Heating:Forced air;Cooling:Central;Parking:1 space;Lot:5697 sqft;Days on Zillow:2 Days;Price/sqft:$1044,2018/4/27
status,19297617,96 Laurel Ave,Woodacre,CA 94973,3 beds,4 baths,3018 sqft,1412154,1200000,-122.635596,38.00212,51,N/A,49,N/A,N/A,Type:Single Family;Year Built:1981;Heating:;Cooling:;Parking:No Data;Lot:1.01 acres;Days on Zillow:51 Days;Price/sqft:$398,2018/4/27
status,80750642,279 Bolinas Rd,Fairfax,CA 94930,4 beds,2 baths,1736 sqft,1167089,1099000,-122.591454,37.982791,6,924,25,May-12,500000,Type:Multi Family;Year Built:1962;Heating:;Cooling:;Parking:No Data;MLS #:21809720;Days on Zillow:6 Days;Price/sqft:$633,2018/4/27
status,246540261,400 Pelican Pl,Rio Vista,CA 94571,2 beds,3 baths,2397 sqft,,516015,-121.704391,38.176712,2,19,0,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:3 spaces;Lot:;Days on Zillow:2 Days;Price/sqft:$215,2018/4/27
status,61322741,960 Scott Blvd,Santa Clara,CA 95050,3 beds,3 baths,1508 sqft,1180286,998000,-121.959678,37.345367,3,1008,37,Apr-03,490000,Type:Condo;Year Built:2003;Heating:Forced air;Cooling:Central;Parking:Attached Garage;HOA:$320/month;Days on Zillow:3 Days;Price/sqft:$662,2018/4/27
status,2092554976,Belcore Plan Aria,Fairfield,CA 94534,5 beds,3 baths,2349 sqft,572945,589000,-122.139675,38.197328,2,85,7,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:2 Days;Price/sqft:$251,2018/4/27
status,24745720,558 Rosal Ave,Oakland,CA 94610,3 beds,1 bath,1558 sqft,1135045,1100000,-122.240432,37.814832,6,737,14,N/A,N/A,Type:Single Family;Year Built:1921;Heating:;Cooling:;Parking:No Data;Lot:3920 sqft;Days on Zillow:6 Days;Price/sqft:$706,2018/4/27
status,119554748,636 Bair Island Rd UNIT 306,Redwood City,CA 94063,3 beds,3 baths,1448 sqft,1372002,1268000,-122.225082,37.496128,8,888,16,Apr-15,1025000,Type:Condo;Year Built:2012;Heating:Forced air;Cooling:Central;Parking:2 spaces;HOA:$256/month;Days on Zillow:8 Days;Price/sqft:$876,2018/4/27
status,18435810,61 Blackhills Pl,Danville,CA 94506,5 beds,4 baths,3863 sqft,2007423,1899988,-121.912586,37.831578,59,N/A,24,Dec-05,1825000,Type:Single Family;Year Built:1996;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:0.43 acres;Days on Zillow:59 Days;Price/sqft:$492,2018/4/27
status,82863188,735 Edwards St,Crockett,CA 94525,6 beds,4 baths,2850 sqft,777280,849000,-122.217425,38.053725,91,N/A,11,Jan-17,640000,Type:Single Family;Year Built:1930;Heating:;Cooling:;Parking:No Data;Lot:5000 sqft;Days on Zillow:91 Days;Price/sqft:$298,2018/4/27
status,2090734810,Plan 4 Plan Circuit,Milpitas,CA 95035,3 beds,4 baths,2035 sqft,1468748,1107512,-121.917549,37.447619,23,495,7,N/A,N/A,Type:Multi Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;MLS #:;Days on Zillow:23 Days;Price/sqft:$544,2018/4/27
status,18436380,305 Zagora Dr,Danville,CA 94506,4 beds,4 baths,3148 sqft,1365316,1298888,-121.911338,37.796998,15,1733,36,May-08,900000,Type:Single Family;Year Built:1990;Heating:;Cooling:;Parking:No Data;Lot:7038 sqft;Days on Zillow:15 Days;Price/sqft:$413,2018/4/27
status,2092142895,The Olive Plan The Abbey,Fremont,CA 94539,4 beds,4 baths,2238 sqft,1833702,1695000,-121.923097,37.535471,8,863,33,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:8 Days;Price/sqft:$757,2018/4/27
status,15597218,890 Mountain Home Rd,Woodside,CA 94062,4 beds,5 baths,3660 sqft,6594692,6995000,-122.249508,37.410353,58,N/A,10,N/A,N/A,Type:Single Family;Year Built:1966;Heating:Forced air;Cooling:None;Parking:Detached Garage;Lot:3.25 acres;Days on Zillow:58 Days;Price/sqft:$1911,2018/4/27
status,19695592,3959 Paladin Dr,San Jose,CA 95124,3 beds,2 baths,1965 sqft,1501623,1399900,-121.911903,37.259182,13,1468,43,Feb-06,253000,Type:Single Family;Year Built:1959;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:6451 sqft;Days on Zillow:13 Days;Price/sqft:$712,2018/4/27
status,18290995,1482 Drake Ct,Oakley,CA 94561,3 beds,2 baths,1416 sqft,437146,424000,-121.721493,37.996229,23,2691,41,Aug-08,221000,Type:Single Family;Year Built:1983;Heating:Other;Cooling:;Parking:Attached Garage;Lot:7070 sqft;Days on Zillow:23 Days;Price/sqft:$299,2018/4/27
status,184857421,3703 Barnes Rd,Santa Rosa,CA 95403,3 beds,3 baths,1340 sqft,568065,569950,-122.758454,38.481427,13,1415,27,Jul-15,1580000,Type:Single Family;Year Built:2018;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:3484 sqft;Days on Zillow:13 Days;Price/sqft:$425;Saves:27;Past 12 months:,2018/4/27
status,83154104,74 New Montgomery St UNIT 701,San Francisco,CA 94105,2 beds,2 baths,1203 sqft,1597689,1599888,-122.401306,37.787456,59,N/A,6,N/A,N/A,Type:Condo;Year Built:1914;Heating:;Cooling:;Parking:1 space;HOA:$935/month;Days on Zillow:59 Days;Price/sqft:$1330,2018/4/27
status,2089842307,155 157 Beaver St # 155,San Francisco,CA 94114,2 beds,1 bath,1035 sqft,,899000,-122.436812,37.764939,1,135,23,N/A,N/A,Type:Condo;Year Built:;Heating:Forced air;Cooling:Central;Parking:None;HOA:$200/month;Days on Zillow:1 Day;Price/sqft:$869,2018/4/27
status,18434787,125 Red Alder Ct,Danville,CA 94506,4 beds,7 baths,6181 sqft,3857030,3845000,-121.920936,37.812952,30,N/A,45,Sep-09,3400000,Type:Single Family;Year Built:1983;Heating:;Cooling:;Parking:No Data;Lot:0.48 acres;Days on Zillow:30 Days;Price/sqft:$622,2018/4/27
status,24808568,11155 Kerrigan Dr,Oakland,CA 94605,5 beds,6 baths,3880 sqft,1681565,1575000,-122.134223,37.745952,7,1113,29,N/A,N/A,Type:Single Family;Year Built:1964;Heating:;Cooling:;Parking:No Data;Lot:1.1 acres;Days on Zillow:7 Days;Price/sqft:$406,2018/4/27
status,2090461651,1075 Market St # 808,San Francisco,CA 94103,2 beds,2 baths,870 sqft,1223429,1138000,-122.411615,37.780644,32,N/A,8,N/A,N/A,Type:Condo;Year Built:2018;Heating:Baseboard;Cooling:;Parking:None;HOA:$785/month;Days on Zillow:32 Days;Price/sqft:$1308,2018/4/27
status,2093970747,Plan 1 Plan Easthill at Brighton Landing,Vacaville,CA 95687,3 beds,2 baths,1780 sqft,478612,486990,-121.924892,38.349381,4,177,21,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:4 Days;Price/sqft:$274,2018/4/27
status,15843927,745 Agnew Pl,Santa Rosa,CA 95401,2 beds,2 baths,1044 sqft,382125,429900,-122.742912,38.442481,19,1526,40,Mar-17,360500,Type:Condo;Year Built:1980;Heating:No Data;Cooling:No Data;Parking:Detached Garage;HOA:$145/month;Days on Zillow:19 Days;Price/sqft:$412;Saves:40;Past 12 months:,2018/4/27
status,2093966345,Plan 3 Plan Easthill at Brighton Landing,Vacaville,CA 95687,3 beds,3 baths,2417 sqft,586701,516990,-121.924892,38.349381,1,32,14,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:1 Day;Price/sqft:$214,2018/4/27
status,61237649,2935 Langhorne Dr,San Ramon,CA 94582,3 beds,3 baths,2085 sqft,1101295,1060000,-121.901602,37.761142,2,311,14,Jun-06,847500,Type:Single Family;Year Built:2002;Heating:;Cooling:;Parking:No Data;Lot:4486 sqft;Days on Zillow:2 Days;Price/sqft:$508,2018/4/27
status,19526004,210 De Anza Ln,Los Altos,CA 94022,4 beds,3 baths,2590 sqft,3424747,2998000,-122.109437,37.374884,1,248,30,Dec-99,915000,Type:Single Family;Year Built:1974;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.3 acres;Days on Zillow:1 Day;Price/sqft:$1158,2018/4/27
status,2091657473,Plan A Plan Village Station,Santa Rosa,CA 95407,3 beds,3 baths,1317 sqft,532943,504990,-122.720323,38.431785,7,276,15,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:7 Days;Price/sqft:$383,2018/4/27
status,15799440,5140 Odonnell Ln,Glen Ellen,CA 95442,3 beds,2 baths,1475 sqft,,1150000,-122.529182,38.364938,8,1133,27,Jul-96,165000,Type:Single Family;Year Built:1935;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.3 acres;Days on Zillow:8 Days;Price/sqft:$780;Saves:27;Past 12 months:,2018/4/27
status,24738476,802 21st St,Oakland,CA 94607,8 beds,5 baths,3716 sqft,1478722,1150000,-122.276772,37.812387,2,320,7,Aug-08,430000,Type:Multi Family;Year Built:1901;Heating:Forced air;Cooling:;Parking:No Data;MLS #:40818860;Days on Zillow:2 Days;Price/sqft:$309,2018/4/27
status,19560398,1710 Heavenly Bamboo Ct,San Jose,CA 95131,3 beds,3 baths,1478 sqft,1022187,999000,-121.875667,37.373158,8,1187,16,Aug-08,480000,Type:Single Family;Year Built:1985;Heating:;Cooling:Central;Parking:Attached Garage;Lot:3484 sqft;Days on Zillow:8 Days;Price/sqft:$676,2018/4/27
status,2090362167,219 Water Lily Circle Vacaville Ca # 95687,Vacaville,CA 95687,4 beds,4 baths,2537 sqft,632268,657990,-121.924892,38.349381,27,2064,35,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:27 Days;Price/sqft:$259,2018/4/27
status,2093966350,Plan 4 Plan Easthill at Brighton Landing,Vacaville,CA 95687,4 beds,3.5 baths,2537 sqft,630429,530990,-121.924892,38.349381,Less than 1,20,23,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:Less than 1 day;Price/sqft:$209,2018/4/27
status,2090734819,Plan 3 Plan Circuit,Milpitas,CA 95035,3 beds,4 baths,1832 sqft,1349904,1078260,-121.917549,37.447619,3,69,9,N/A,N/A,Type:Multi Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;MLS #:;Days on Zillow:3 Days;Price/sqft:$589,2018/4/27
status,25024720,2678 Grapevine Ter,Fremont,CA 94539,6 beds,7 baths,5562 sqft,3270559,3100000,-121.907103,37.511026,23,4170,40,Jun-95,414000,Type:Single Family;Year Built:1996;Heating:;Cooling:;Parking:4 spaces;Lot:0.54 acres;Days on Zillow:23 Days;Price/sqft:$557,2018/4/27
status,2090962438,Cornett Plan Reserve at Serenade,Fairfield,CA 94534,5 beds,4 baths,3136 sqft,764097,765000,-122.136214,38.163912,47,N/A,3,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:47 Days;Price/sqft:$244,2018/4/27
status,18480129,23 Longridge Rd,Orinda,CA 94563,3 beds,3 baths,2025 sqft,1337691,1199000,-122.184415,37.874039,15,3432,67,Apr-10,810000,Type:Single Family;Year Built:1982;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.58 acres;Days on Zillow:15 Days;Price/sqft:$592,2018/4/27
status,2092080692,Residence 2A Plan Element,Oakland,CA 94608,2 beds,3 baths,1471 sqft,878301,806880,-122.276,37.832,9,173,9,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:9 Days;Price/sqft:$549,2018/4/27
status,18356899,1139 Peacock Creek Dr,Clayton,CA 94517,4 beds,2 baths,2684 sqft,1095116,995000,-121.917795,37.939708,51,N/A,17,Dec-98,452500,Type:Single Family;Year Built:1998;Heating:;Cooling:;Parking:No Data;Lot:0.32 acres;Days on Zillow:51 Days;Price/sqft:$371,2018/4/27
status,121801369,2172 Bolero Dr,Bay Point,CA 94565,4 beds,3 baths,2402 sqft,632127,639000,-121.961193,38.020868,7,365,7,Dec-16,525000,Type:Single Family;Year Built:2013;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:3057 sqft;Days on Zillow:7 Days;Price/sqft:$266,2018/4/27
status,24746324,622 Rosal Ave,Oakland,CA 94610,4 beds,2 baths,2573 sqft,1413496,1200000,-122.238535,37.813834,49,N/A,24,Sep-97,273000,Type:Single Family;Year Built:1925;Heating:;Cooling:;Parking:Attached Garage;Lot:4225 sqft;Days on Zillow:49 Days;Price/sqft:$466,2018/4/27
status,2105479039,73 Pearl St,San Francisco,CA 94103,2 beds,2 baths,937 sqft,1371345,945555,-122.423805,37.770221,62,N/A,76,N/A,N/A,Type:Condo;Year Built:1907;Heating:Forced air;Cooling:Central;Parking:None;HOA:$250/month;Days on Zillow:62 Days;Price/sqft:$1009,2018/4/27
status,2146431626,3883 Petaluma Hill Rd,Santa Rosa,CA 95404,3 beds,2 baths,2000 sqft,,1995000,-122.700835,38.403237,59,N/A,10,N/A,N/A,Type:Single Family;Year Built:1971;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:43.58 acres;Days on Zillow:59 Days;Price/sqft:$998;Saves:10;Past 12 months:,2018/4/27
status,2092562148,6817 Skyview Dr Oakland,CA 94605,undefined,4 beds,3 baths,2903 sqft,,1199500,-122.1599,37.7635,169,N/A,8,N/A,N/A,Type:Condo;Year Built:2018;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$425/month;Days on Zillow:169 Days;Price/sqft:$413;Saves:8,2018/4/27
status,94696765,339 Bautista Pl,San Jose,CA 95126,4 beds,4 baths,1930 sqft,989508,999888,-121.903707,37.323188,6,596,10,Jun-09,499000,Type:Condo;Year Built:2008;Heating:Other;Cooling:No Data;Parking:1 space;HOA:No Data;Days on Zillow:6 Days;Price/sqft:$518;Saves:10;Past 12 months:,2018/4/27
status,18341626,2219 Saint George Dr,Concord,CA 94520,3 beds,2 baths,1319 sqft,,,-122.031018,38.0066,65,N/A,17,Jul-97,128000,Type:Single Family;Year Built:1962;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6098 sqft;Past 12 months:,2018/4/27
status,15682194,365 Columbia Cir,Benicia,CA 94510,3 beds,2.5 baths,1540 sqft,,,-122.150256,38.079646,24,2350,20,Jun-15,440000,Type:Condo;Year Built:1992;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$214/month;Past 12 months:,2018/4/27
status,2089880471,(undisclosed Address)Incomplete address or missing price?Sometimes listing partners send Zillow listings that do not include a full address or price.To get more details on this property,please contact the listing agent,brokerage,4 beds,2 baths,1492 sqft,,430000,-122.24456,38.15307,2,274,13,N/A,N/A,Type:Single Family;Year Built:1981;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6098 sqft;Days on Zillow:2 Days;Price/sqft:$288;Saves:13,2018/4/27
status,18293008,5032 Fernwood Ct,Oakley,CA 94561,4 beds,2 baths,1431 sqft,,,-121.727024,37.998619,7,256,N/A,N/A,N/A,Type:Single Family;Year Built:1983;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5662 sqft;Past 12 months:,2018/4/27
status,15829812,466 Emilys Meadow Ct,Sonoma,CA 95476,3 beds,2 baths,2199 sqft,,819000,-122.468416,38.28319,8,1566,21,N/A,N/A,Type:Single Family;Year Built:1989;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5227 sqft;Days on Zillow:8 Days;Price/sqft:$372;Saves:21;Past 12 months:,2018/4/27
status,89475024,2881 Meridian Ave UNIT 111,San Jose,CA 95124,2 beds,2 baths,1383 sqft,958913,886000,-121.907581,37.27217,12,1804,22,Jan-12,499000,Type:Condo;Year Built:2007;Heating:Forced air;Cooling:Central;Parking:No Data;HOA:$472/month;Days on Zillow:12 Days;Price/sqft:$641,2018/4/27
status,15141466,141 Junipero Serra Blvd,San Francisco,CA 94127,5 beds,3 baths,4138 sqft,3299003,3588888,-122.471019,37.732885,7,1026,19,N/A,N/A,Type:Single Family;Year Built:1935;Heating:Forced air Radiant;Cooling:None;Parking:1 space;Lot:5362 sqft;Days on Zillow:7 Days;Price/sqft:$867;Saves:19,2018/4/27
status,18435002,69 White Pine Ln,Danville,CA 94506,4 beds,5 baths,4529 sqft,2009372,1998000,-121.912053,37.815149,9,919,28,May-12,1250000,Type:Single Family;Year Built:1990;Heating:;Cooling:Central;Parking:Attached Garage;Lot:8690 sqft;Days on Zillow:9 Days;Price/sqft:$441,2018/4/27
status,18458549,216 Lowell Ct,Danville,CA 94526,4 beds,3 baths,2660 sqft,1483702,1399000,-121.961927,37.799566,36,N/A,44,N/A,N/A,Type:Single Family;Year Built:1976;Heating:;Cooling:;Parking:No Data;Lot:0.53 acres;Days on Zillow:36 Days;Price/sqft:$526,2018/4/27
status,15721504,6953 Fox Rd,Dixon,CA 95620,2 beds,2 baths,1720 sqft,685570,739000,-121.880492,38.398277,111,N/A,5,Oct-79,124000,Type:Single Family;Year Built:1979;Heating:Other;Cooling:Central;Parking:8 spaces;Lot:9.77 acres;Days on Zillow:111 Days;Price/sqft:$430;Saves:5;Past 12 months:,2018/4/27
status,95384616,2725 Reddington Way,Brentwood,CA 94513,4 beds,5 baths,3528 sqft,696034,715000,-121.715634,37.962523,80,N/A,34,Jun-15,634500,Type:Single Family;Year Built:2014;Heating:;Cooling:Central;Parking:2 spaces;Lot:6825 sqft;Days on Zillow:80 Days;Price/sqft:$203,2018/4/27
status,15103115,1351 23rd Ave,San Francisco,CA 94122,2 beds,1 bath,912 sqft,1167573,995000,-122.48167,37.762396,7,3618,155,May-12,695000,Type:Single Family;Year Built:1911;Heating:;Cooling:;Parking:No Data;Lot:3005 sqft;Days on Zillow:7 Days;Price/sqft:$1091,2018/4/27
status,124736059,21 Havenwood Ct,Brentwood,CA 94513,4 beds,3 baths,1727 sqft,497157,530000,-121.696669,37.951727,27,949,17,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:No Data;Lot:3171 sqft;Days on Zillow:27 Days;Price/sqft:$307,2018/4/27
status,18434788,124 Red Alder Ct,Danville,CA 94506,5 beds,6 baths,5341 sqft,2880700,2888800,-121.920853,37.813356,92,N/A,15,N/A,N/A,Type:Single Family;Year Built:1982;Heating:;Cooling:;Parking:4 spaces;Lot:0.46 acres;Days on Zillow:92 Days;Price/sqft:$541,2018/4/27
status,52394451,111 Saint Matthews Ave APT 304,San Mateo,CA 94401,2 beds,2 baths,1348 sqft,1065777,988889,-122.328147,37.567052,11,1564,34,Oct-12,650000,Type:Condo;Year Built:2000;Heating:Heat pump;Cooling:Other;Parking:No Data;HOA:$515/month;Days on Zillow:11 Days;Price/sqft:$734,2018/4/27
status,2090009053,Shady Oaks Ct,Los Altos Hills,CA 94022,5 beds,4 baths,4848 sqft,,4998000,-122.1291,37.3783,9,2640,67,N/A,N/A,Type:Single Family;Year Built:1981;Heating:Forced air;Cooling:None;Parking:Detached Garage;Lot:1.32 acres;Days on Zillow:9 Days;Price/sqft:$1031,2018/4/27
status,19721782,2525 Madden Ave,San Jose,CA 95116,5 beds,3 baths,2056 sqft,886231,777000,-121.842275,37.363796,29,N/A,62,Apr-15,455500,Type:Single Family;Year Built:1955;Heating:;Cooling:Wall;Parking:Attached Garage;Lot:5170 sqft;Days on Zillow:29 Days;Price/sqft:$378,2018/4/27
status,2091697171,15001 Highway 4,Byron,CA 94505,3 beds,3 baths,4573 sqft,1488856,1179000,-121.611441,37.888682,121,N/A,10,N/A,N/A,Type:Single Family;Year Built:1984;Heating:;Cooling:;Parking:Attached Garage;Lot:18.1 acres;Days on Zillow:121 Days;Price/sqft:$258,2018/4/27
status,2090369347,1162 66th St,Oakland,CA 94608,2 beds,2 baths,1264 sqft,808654,1095000,-122.287036,37.848945,27,3474,39,N/A,N/A,Type:Single Family;Year Built:2017;Heating:;Cooling:;Parking:No Data;Lot:605 sqft;Days on Zillow:27 Days;Price/sqft:$866,2018/4/27
