Status,zpid,Address,City,Zip,Beds,Baths,Square,Zestimate,Sale,Longitude,Latitude,Days,Views,Saves,LastSoldDate,LastSoldPrice,Feature,Date
status,19745111,15221 Piedmont Rd,Saratoga,CA 95070,5 beds,5 baths,4353 sqft,5409932,4995000,-122.027624,37.247386,23,3383,33,Nov-93,1100000,Type:Single Family;Year Built:1960;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:2.9 acres;Days on Zillow:23 Days;Price/sqft:$1147,2018/4/27
status,19305647,740 Point San Pedro Rd,San Rafael,CA 94901,4 beds,3 baths,2472 sqft,1524422,1479000,-122.479192,37.975825,9,1546,26,Sep-97,425000,Type:Single Family;Year Built:1979;Heating:Other;Cooling:Central;Parking:2 spaces;Lot:7501 sqft;Days on Zillow:9 Days;Price/sqft:$598,2018/4/27
status,15507159,27 Cranham Ct,Pacifica,CA 94044,4 beds,3 baths,1500 sqft,1149821,1075000,-122.482186,37.584157,6,1190,23,Jun-09,560000,Type:Single Family;Year Built:1961;Heating:Forced air;Cooling:None;Parking:1 space;Lot:7318 sqft;Days on Zillow:6 Days;Price/sqft:$717,2018/4/27
status,119676160,170 High St,Pacheco,CA 94553,3 beds,2 baths,2380 sqft,834381,799000,-122.079421,37.978374,15,1717,54,Jun-09,152000,Type:Single Family;Year Built:2006;Heating:;Cooling:;Parking:2 spaces;Lot:8498 sqft;Days on Zillow:15 Days;Price/sqft:$336,2018/4/27
status,19663919,502 Sobrato Dr,Campbell,CA 95008,4 beds,3 baths,2034 sqft,1477344,1549000,-121.960685,37.280025,36,N/A,33,Mar-12,750000,Type:Single Family;Year Built:1956;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:7466 sqft;Days on Zillow:36 Days;Price/sqft:$762,2018/4/27
status,80385144,2031 Bent Creek Dr,San Ramon,CA 94582,3 beds,2 baths,1644 sqft,963990,944000,-121.911576,37.733316,2,354,19,Aug-14,730000,Type:Single Family;Year Built:1995;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:4870 sqft;Days on Zillow:2 Days;Price/sqft:$574,2018/4/27
status,2093970747,Plan 1 Plan Easthill at Brighton Landing,Vacaville,CA 95687,3 beds,2 baths,1780 sqft,478612,486990,-121.924892,38.349381,4,177,21,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:4 Days;Price/sqft:$274,2018/4/27
status,19694567,1636 Town Club Dr,San Jose,CA 95124,3 beds,2 baths,1280 sqft,1046288,1098000,-121.905241,37.265961,16,1852,53,Oct-03,429000,Type:Single Family;Year Built:1962;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:5231 sqft;Days on Zillow:16 Days;Price/sqft:$858,2018/4/27
status,19261694,175 Avenida Miraflores,Belvedere,CA 94920,4 beds,4 baths,4017 sqft,3548939,3495000,-122.474508,37.894492,37,N/A,40,Sep-06,2199000,Type:Single Family;Year Built:1982;Heating:Other Radiant;Cooling:;Parking:3 spaces;Lot:0.25 acres;Days on Zillow:37 Days;Price/sqft:$870,2018/4/27
status,19753639,1699 Clovis Ave,San Jose,CA 95124,4 beds,2 baths,1396 sqft,1254097,1345000,-121.909797,37.239268,29,3846,63,Nov-17,1035000,Type:Single Family;Year Built:1959;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:7457 sqft;Days on Zillow:29 Days;Price/sqft:$963,2018/4/27
status,2089879543,290 Crest Rd,Novato,CA 94945,3 beds,3 baths,2408 sqft,,859000,-122.520222,38.116926,2,765,27,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:2 Days;Price/sqft:$357,2018/4/27
status,24850190,210 Alvarado Rd,Berkeley,CA 94705,5 beds,4 baths,5412 sqft,3230037,3350000,-122.236074,37.855872,1,472,8,Jan-13,2300000,Type:Single Family;Year Built:1998;Heating:;Cooling:;Parking:No Data;Lot:10367 sqft;Days on Zillow:1 Day;Price/sqft:$619,2018/4/27
status,15644324,718 Missouri St,Fairfield,CA 94533,2 beds,2 baths,1290 sqft,309557,299500,-122.042216,38.247756,5,740,6,N/A,N/A,Type:Single Family;Year Built:1940;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:7405 sqft;Days on Zillow:5 Days;Price/sqft:$232;Saves:6;Past 12 months:,2018/4/27
status,82886455,2373 N 3rd Ave,Napa,CA 94558,5 beds,5 baths,4005 sqft,,7850000,-122.230897,38.312187,72,N/A,16,Jun-12,3800000,Type:Single Family;Year Built:1992;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:20 acres;Days on Zillow:72 Days;Price/sqft:$1960;Saves:16;Past 12 months:,2018/4/27
status,15660998,300 Seawind Dr,Vallejo,CA 94590,3 beds,2 baths,1626 sqft,552404,599000,-122.237795,38.074774,17,1810,59,Jan-03,365000,Type:Single Family;Year Built:1980;Heating:Forced air;Cooling:No Data;Parking:2 spaces;Lot:8712 sqft;Days on Zillow:17 Days;Price/sqft:$368;Saves:59,2018/4/27
status,15651281,360 Cedar Ridge Dr,Rio Vista,CA 94571,2 beds,2 baths,1382 sqft,335653,340000,-121.710175,38.176913,189,N/A,2,May-02,212000,Type:Single Family;Year Built:1999;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:4791 sqft;Days on Zillow:189 Days;Price/sqft:$246;Saves:2;Past 12 months:,2018/4/27
status,15850945,5412 Brookcreek Pl,Santa Rosa,CA 95409,3 beds,2 baths,1541 sqft,695131,735000,-122.650349,38.46414,Less than 1,277,6,Oct-06,530000,Type:Single Family;Year Built:1999;Heating:Forced air Other;Cooling:Central;Parking:2 spaces;Lot:7434 sqft;Days on Zillow:Less than 1 day;Price/sqft:$477;Saves:6;Past 12 months:,2018/4/27
status,19751590,17915 Foster Rd,Los Gatos,CA 95030,4 beds,4 baths,4365 sqft,4429554,4495000,-121.972744,37.209112,30,N/A,57,Aug-12,3100000,Type:Single Family;Year Built:1955;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:3.43 acres;Days on Zillow:30 Days;Price/sqft:$1030,2018/4/27
status,2093970745,Plan 1 Plan,Tandridge at Brighton Landing Vacaville,CA 95687,3 beds,2 baths,1536 sqft,446127,467990 and up,-121.924158,38.348742,20,782,10,N/A,N/A,Type:Single Family;Year Built:2018;Heating:No Data;Cooling:No Data;Parking:2 spaces;Lot:No Data;Days on Zillow:20 Days;Price/sqft:$305;Saves:10;Past 12 months:,2018/4/27
status,24822508,1 Captain Dr # D156,Emeryville,CA 94608,2 beds,2 baths,1051 sqft,669425,630000,-122.30397,37.837827,23,2657,30,Nov-12,335000,Type:Condo;Year Built:1973;Heating:;Cooling:;Parking:No Data;HOA:$629/month;Days on Zillow:23 Days;Price/sqft:$599,2018/4/27
status,18435492,147 Birchbark Pl,Danville,CA 94506,3 beds,3 baths,2815 sqft,1438498,1550000,-121.910338,37.817496,10,594,11,Sep-03,835000,Type:Single Family;Year Built:1988;Heating:;Cooling:;Parking:No Data;Lot:5000 sqft;Days on Zillow:10 Days;Price/sqft:$551,2018/4/27
status,130977540,1159 Green Valley Rd,Napa,CA 94558,4 beds,3 baths,3055 sqft,,4250000,-122.225723,38.285792,37,N/A,17,Apr-10,3900000,Type:Single Family;Year Built:1979;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:19.16 acres;Days on Zillow:37 Days;Price/sqft:$1391;Saves:17;Past 12 months:,2018/4/27
status,19400217,610 Harvest Ln,Saint Helena,CA 94574,4 beds,3 baths,2626 sqft,,1500000,-122.461497,38.507744,31,N/A,9,N/A,N/A,Type:Single Family;Year Built:1981;Heating:Other;Cooling:Central;Parking:3 spaces;Lot:0.27 acres;Days on Zillow:31 Days;Price/sqft:$571;Saves:9;Past 12 months:,2018/4/27
status,24878461,814 Maud Ave,San Leandro,CA 94577,3 beds,2 baths,1663 sqft,667375,725000,-122.141957,37.725077,Less than 1,192,5,N/A,N/A,Type:Single Family;Year Built:1958;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6290 sqft;Days on Zillow:Less than 1 day;Price/sqft:$436;Saves:5;Past 12 months:,2018/4/27
status,19627011,21877 Wilson Ct,Cupertino,CA 95014,5 beds,3 baths,2440 sqft,2763997,2525000,-122.05774,37.330617,3,449,9,Apr-00,1250000,Type:Single Family;Year Built:1970;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:8000 sqft;Days on Zillow:3 Days;Price/sqft:$1035;Saves:9;Past 12 months:,2018/4/27
status,18371568,1398 Lupine Ct,Concord,CA 94521,4 beds,2 baths,2325 sqft,745393,765000,-121.968164,37.952814,36,N/A,40,May-13,447000,Type:Single Family;Year Built:1963;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:8276 sqft;Days on Zillow:36 Days;Price/sqft:$329;Saves:40;Past 12 months:,2018/4/27
status,19675534,1844 Andrews Ave,San Jose,CA 95124,5 beds,5 baths,2839 sqft,2089455,1950000,-121.92017,37.260504,22,4617,111,Feb-04,545000,Type:Single Family;Year Built:1960;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:0.28 acres;Days on Zillow:22 Days;Price/sqft:$687,2018/4/27
status,124422971,372 C St,Hayward,CA 94541,4 beds,3 baths,1856 sqft,831654,825000,-122.09407,37.667398,9,1199,30,Aug-15,744500,Type:Single Family;Year Built:2015;Heating:;Cooling:;Parking:2 spaces;Lot:2487 sqft;Days on Zillow:9 Days;Price/sqft:$445,2018/4/27
status,15064602,1150 Lombard St APT 1,San Francisco,CA 94109,3 beds,3 baths,2050 sqft,2696356,2100000,-122.42056,37.802366,100,N/A,13,Oct-97,926000,Type:Condo;Year Built:;Heating:;Cooling:;Parking:No Data;HOA:$2000/month;Days on Zillow:100 Days;Price/sqft:$1024,2018/4/27
status,18508367,1953 22nd St,San Pablo,CA 94806,3 beds,2 baths,1117 sqft,465539,459900,-122.347848,37.959587,22,1510,36,Jul-17,292500,Type:Single Family;Year Built:1954;Heating:;Cooling:;Parking:No Data;Lot:4948 sqft;Days on Zillow:22 Days;Price/sqft:$412,2018/4/27
status,24841638,1481 9th St,Berkeley,CA 94710,2 beds,2 baths,1475 sqft,996273,960000,-122.296555,37.876473,280,N/A,13,N/A,N/A,Type:Single Family;Year Built:1939;Heating:;Cooling:;Parking:Attached Garage;Lot:4678 sqft;Days on Zillow:280 Days;Price/sqft:$651,2018/4/27
status,2090235350,3695 Stoneglen S # 6,Richmond,CA 94806,2 beds,2 baths,1176 sqft,344395,310000,-122.335192,37.983507,20,1664,20,N/A,N/A,Type:Condo;Year Built:1990;Heating:;Cooling:;Parking:No Data;HOA:$404/month;Days on Zillow:20 Days;Price/sqft:$264,2018/4/27
status,2090734814,Plan 4 ALT-A Plan Circuit,Milpitas,CA 95035,3 beds,4 baths,1962 sqft,1428480,1132237,-121.917549,37.447619,10,169,6,N/A,N/A,Type:Multi Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;MLS #:;Days on Zillow:10 Days;Price/sqft:$577,2018/4/27
status,2090734817,Plan 1 Plan Circuit,Milpitas,CA 95035,2 beds,3 baths,1236 sqft,1128091,907776,-121.917549,37.447619,1,42,7,N/A,N/A,Type:Multi Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;MLS #:;Days on Zillow:1 Day;Price/sqft:$734,2018/4/27
status,19778662,3332 Holly Dr,San Jose,CA 95127,3 beds,2 baths,1075 sqft,851041,799000,-121.835609,37.385625,7,995,32,Mar-07,625000,Type:Single Family;Year Built:1955;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:4983 sqft;Days on Zillow:7 Days;Price/sqft:$743,2018/4/27
status,2092115086,Residence 2 Alt. Plan The Reserve,Hayward,CA 94544,3 beds,3 baths,2734 sqft,1115265,1297990,-122.0438,37.6329,5,384,9,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:5 Days;Price/sqft:$475,2018/4/27
status,2090167654,971 41st St # 123,Oakland,CA 94608,3 beds,3 baths,1857 sqft,932563,900880,-122.276,37.832,16,390,N/A,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:16 Days;Price/sqft:$485,2018/4/27
status,166088752,3182 Acalanes Ave # A,Lafayette,CA 94549,3 beds,2 baths,4125 sqft,1815661,1650000,-122.092725,37.901409,7,1729,42,N/A,N/A,Type:Single Family;Year Built:1932;Heating:;Cooling:;Parking:No Data;Lot:2.38 acres;Days on Zillow:7 Days;Price/sqft:$400,2018/4/27
status,19526374,66 Sevilla Dr,Los Altos,CA 94022,3 beds,3 baths,2896 sqft,3476884,3298000,-122.112445,37.389593,1,480,20,N/A,N/A,Type:Single Family;Year Built:1957;Heating:Forced air;Cooling:None;Parking:No Data;Lot:9931 sqft;Days on Zillow:1 Day;Price/sqft:$1139,2018/4/27
status,24758355,2127 Foothill Blvd,Oakland,CA 94606,4 beds,2 baths,1415 sqft,736606,705000,-122.237027,37.786298,20,697,4,N/A,N/A,Type:Single Family;Year Built:1900;Heating:;Cooling:;Parking:No Data;Lot:3497 sqft;Days on Zillow:20 Days;Price/sqft:$498,2018/4/27
status,15084735,656 Arguello Blvd APT 3,San Francisco,CA 94118,2 beds,2 baths,1035 sqft,1116589,995000,-122.458283,37.777878,22,9348,257,Jul-14,1105000,Type:Condo;Year Built:1995;Heating:Forced air;Cooling:;Parking:1 space;HOA:$320/month;Days on Zillow:22 Days;Price/sqft:$961,2018/4/27
status,19558431,1065 Waco St,San Jose,CA 95110,2 beds,1 bath,1064 sqft,860967,878900,-121.920717,37.348065,22,1973,22,Feb-04,278000,Type:Single Family;Year Built:1930;Heating:Forced air;Cooling:Central;Parking:No Data;Lot:3881 sqft;Days on Zillow:22 Days;Price/sqft:$826,2018/4/27
status,15517272,2735 Churchill Dr,Hillsborough,CA 94010,6 beds,7 baths,5170 sqft,5384803,4990000,-122.383166,37.570662,39,N/A,21,Apr-91,2150000,Type:Single Family;Year Built:1991;Heating:Forced air;Cooling:None;Parking:3 spaces;Lot:0.54 acres;Days on Zillow:39 Days;Price/sqft:$965,2018/4/27
status,18435821,2763 Deer Meadow Dr,Danville,CA 94506,4 beds,4 baths,3313 sqft,1977494,1975000,-121.916038,37.831952,9,528,18,Jul-15,1775000,Type:Single Family;Year Built:1997;Heating:;Cooling:Central Refrigeration;Parking:Attached Garage;Lot:0.38 acres;Days on Zillow:9 Days;Price/sqft:$596,2018/4/27
status,18425686,21 Gran Via,Alamo,CA 94507,5 beds,5 baths,3074 sqft,2008840,1949000,-122.039291,37.8558,15,2414,67,Oct-14,1375000,Type:Single Family;Year Built:1959;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:0.48 acres;Days on Zillow:15 Days;Price/sqft:$634,2018/4/27
status,2090362171,213 Water Lily Circle Vacaville Ca # 95687 Vacaville,CA 95687,undefined,3 beds,3 baths,2417 sqft,590262,630990,-121.924892,38.349381,27,694,13,N/A,N/A,Type:Single Family;Year Built:No Data;Heating:No Data;Cooling:No Data;Parking:2 spaces;Lot:No Data;Days on Zillow:27 Days;Price/sqft:$261;Saves:13;Past 12 months:,2018/4/27
status,19806292,1951 Postgate Ct,San Jose,CA 95121,2 beds,1 bath,826 sqft,528534,548000,-121.803588,37.307619,Less than 1,11,0,Dec-15,413000,Type:Condo;Year Built:1974;Heating:;Cooling:None;Parking:Detached Garage;HOA:$350/month;Days on Zillow:Less than 1 day;Price/sqft:$663,2018/4/27
status,24754442,998 55th St,Oakland,CA 94608,2 beds,1 bath,960 sqft,660695,699000,-122.278232,37.839166,6,642,15,Nov-93,68000,Type:Single Family;Year Built:1912;Heating:;Cooling:;Parking:No Data;Lot:3598 sqft;Days on Zillow:6 Days;Price/sqft:$728,2018/4/27
status,2091091920,3847 18th St,San Francisco,CA 94114,4 beds,4.5 baths,#NAME?,10257741,11850000,-122.429378,37.760983,73,N/A,107,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:No Data;Lot:2848 sqft;Days on Zillow:73 Days;Price/sqft:,2018/4/27
status,18435002,69 White Pine Ln,Danville,CA 94506,4 beds,5 baths,4529 sqft,2009372,1998000,-121.912053,37.815149,9,918,28,May-12,1250000,Type:Single Family;Year Built:1990;Heating:;Cooling:Central;Parking:Attached Garage;Lot:8690 sqft;Days on Zillow:9 Days;Price/sqft:$441,2018/4/27
status,15529549,629 E 16th Ave,San Mateo,CA 94402,3 beds,1 bath,1180 sqft,1263436,1288888,-122.307778,37.558669,7,751,14,N/A,N/A,Type:Single Family;Year Built:1947;Heating:;Cooling:None;Parking:Attached Garage;Lot:4499 sqft;Days on Zillow:7 Days;Price/sqft:$1092,2018/4/27
status,25028061,145 Tonopah Dr,Fremont,CA 94539,4 beds,3 baths,1912 sqft,1619473,1599888,-121.915469,37.46765,6,942,15,N/A,N/A,Type:Single Family;Year Built:1978;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:6102 sqft;Days on Zillow:6 Days;Price/sqft:$837,2018/4/27
status,82858629,1053 Ashbridge Bay Dr,Pittsburg,CA 94565,4 beds,2.5 baths,2311 sqft,,,-121.957222,38.017783,261,N/A,4,Jan-09,402000,Type:Single Family;Year Built:2007;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:3920 sqft,2018/4/27
status,80385144,2031 Bent Creek Dr,San Ramon,CA 94582,3 beds,2 baths,1644 sqft,963990,944000,-121.911576,37.733316,2,354,19,Aug-14,730000,Type:Single Family;Year Built:1995;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:4870 sqft;Days on Zillow:2 Days;Price/sqft:$574,2018/4/27
status,19681897,1471 Cherry Ave,San Jose,CA 95125,4 beds,3 baths,2550 sqft,2231305,2199000,-121.904249,37.299175,36,N/A,50,Sep-96,516000,Type:Single Family;Year Built:1900;Heating:Forced air;Cooling:Central;Parking:Detached Garage;Lot:10863 sqft;Days on Zillow:36 Days;Price/sqft:$862,2018/4/27
status,18319058,1236 Putnam St,Antioch,CA 94509,4 beds,2 baths,1573 sqft,440946,439900,-121.82837,37.989937,Less than 1,14,7,Jul-96,153000,Type:Single Family;Year Built:1971;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:8049 sqft;Days on Zillow:Less than 1 day;Price/sqft:$280,2018/4/27
status,2092080693,Residence 3 Plan Element,Oakland,CA 94608,2 beds,3 baths,1556 sqft,883029,840880,-122.276,37.832,2,34,16,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:2 Days;Price/sqft:$540,2018/4/27
status,2090115963,2231 Segundo Ct APT 3,Pleasanton,CA 94588,2 beds,1 bath,903 sqft,575342,475000,-121.903817,37.649867,14,1546,14,N/A,N/A,Type:Condo;Year Built:1972;Heating:;Cooling:;Parking:No Data;HOA:$320/month;Days on Zillow:14 Days;Price/sqft:$526,2018/4/27
status,15553717,630 Miramar Dr,Half Moon Bay,CA 94019,5 beds,4 baths,4440 sqft,2579124,2750000,-122.450164,37.495994,7,1210,27,May-17,2300000,Type:Single Family;Year Built:1995;Heating:Forced air;Cooling:None;Parking:2 spaces;Lot:9918 sqft;Days on Zillow:7 Days;Price/sqft:$619,2018/4/27
status,19814278,701 Adagio Way,San Jose,CA 95111,3 beds,2 baths,1137 sqft,765328,698000,-121.811849,37.27662,2,1331,50,Jul-09,320000,Type:Single Family;Year Built:1958;Heating:Forced air;Cooling:Other;Parking:1 space;Lot:5170 sqft;Days on Zillow:2 Days;Price/sqft:$614,2018/4/27
status,19473881,1 Washington Dr,Milpitas,CA 95035,4 beds,3 baths,1688 sqft,1154785,999999,-121.910178,37.452714,17,2208,28,N/A,N/A,Type:Single Family;Year Built:1985;Heating:Forced air Stove;Cooling:None;Parking:4 spaces;Lot:4734 sqft;Days on Zillow:17 Days;Price/sqft:$592,2018/4/27
status,119676114,3005 Montbretia Way,San Ramon,CA 94582,4 beds,4 baths,3243 sqft,1779151,1790000,-121.912663,37.778529,29,N/A,25,Mar-17,1627000,Type:Single Family;Year Built:2016;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:9008 sqft;Days on Zillow:29 Days;Price/sqft:$552,2018/4/27
status,15660822,1009 5th St,Vallejo,CA 94590,2 beds,1 bath,1832 sqft,(4/25),299900,-122.236776,38.08271,8,895,18,Dec-08,125500,Type:Single Family;Year Built:1939;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5227 sqft;Days on Zillow:8 Days;Price/sqft:$164;Saves:18;Past 12 months:,2018/4/27
status,166181123,3315 Ironwood Dr,San Ramon,CA 94582,4 beds,4 baths,3376 sqft,1557211,1498900,-121.910923,37.778845,27,2973,36,Dec-15,1408000,Type:Single Family;Year Built:2015;Heating:;Cooling:;Parking:No Data;Lot:4486 sqft;Days on Zillow:27 Days;Price/sqft:$444,2018/4/27
status,18436380,305 Zagora Dr,Danville,CA 94506,4 beds,4 baths,3148 sqft,1365316,1298888,-121.911338,37.796998,15,1733,36,May-08,900000,Type:Single Family;Year Built:1990;Heating:;Cooling:;Parking:No Data;Lot:7038 sqft;Days on Zillow:15 Days;Price/sqft:$413,2018/4/27
status,2089950396,4440 Pine Mountain Way,Dublin,CA 94568,5 beds,6 baths,4273 sqft,,1555568,-121.914344,37.716655,7,695,4,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:7 Days;Price/sqft:$364,2018/4/27
status,15153188,215 Middle Point Rd,San Francisco,CA 94124,4 beds,5 baths,1130 sqft,1046895,1099000,-122.379529,37.733726,30,N/A,38,Sep-14,415000,Type:Single Family;Year Built:1940;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:2661 sqft;Days on Zillow:30 Days;Price/sqft:$973,2018/4/27
status,19294766,41 Mount Foraker Dr,San Rafael,CA 94903,4 beds,2 baths,1882 sqft,1528664,1489000,-122.579585,38.033602,22,3449,73,N/A,N/A,Type:Single Family;Year Built:1963;Heating:;Cooling:;Parking:No Data;Lot:7840 sqft;Days on Zillow:22 Days;Price/sqft:$791,2018/4/27
status,18531201,1826 San Luis St,Richmond,CA 94804,3 beds,2 baths,952 sqft,526035,518000,-122.31519,37.908279,63,N/A,16,Aug-09,160000,Type:Single Family;Year Built:1962;Heating:;Cooling:;Parking:No Data;Lot:2600 sqft;Days on Zillow:63 Days;Price/sqft:$544,2018/4/27
status,89473459,2827 Lavender Ter,San Jose,CA 95111,4 beds,3 baths,1929 sqft,,,-121.844314,37.294194,184,N/A,28,N/A,N/A,Type:Condo;Year Built:2008;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:No Data;Past 12 months:,2018/4/27
status,24806652,10901 Myers St,Oakland,CA 94603,3 beds,2 baths,1516 sqft,671809,639000,-122.151481,37.740592,55,N/A,44,Oct-13,300000,Type:Single Family;Year Built:1941;Heating:;Cooling:;Parking:No Data;Lot:3920 sqft;Days on Zillow:55 Days;Price/sqft:$422,2018/4/27
status,18283439,1700 Lone Oak Rd,Brentwood,CA 94513,5 beds,5 baths,4399 sqft,1516625,1539685,-121.701895,37.950069,131,N/A,12,Mar-09,150000,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:No Data;Lot:4.28 acres;Days on Zillow:131 Days;Price/sqft:$350,2018/4/27
status,2128171278,1667 Silver Ave,San Francisco,CA 94124,5 beds,2 baths,1250 sqft,968435,895000,-122.404603,37.733267,42,N/A,28,N/A,N/A,Type:Single Family;Year Built:1908;Heating:;Cooling:;Parking:No Data;Lot:2770 sqft;Days on Zillow:42 Days;Price/sqft:$716,2018/4/27
status,15722908,5010 Sleepy Hollow Ln,Fairfield,CA 94534,4 beds,3 baths,2522 sqft,(4/23),1299000,-122.138307,38.288598,15,1338,35,Sep-99,535000,Type:Single Family;Year Built:1979;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:23.69 acres;Days on Zillow:15 Days;Price/sqft:$515;Saves:35;Past 12 months:,2018/4/27
